% Model,COMSOL_Inductor03_Magnet.mph
% Version,COMSOL 6.2.0.290
% Date,"Jan 15 2025, 14:23"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-0.9,0.0259076803150182
0,0,0.02998465995326862
0,0.9,0.033968434898566824
0.05,-0.9,0.07208723857392545
0.05,0,0.07612555667575582
0.05,0.9,0.08000511061767689
0.1,-0.9,0.054415261845690295
0.1,0,0.05785775445395462
0.1,0.9,0.06106461327146053
0.15000000000000002,-0.9,0.04220657113719774
0.15000000000000002,0,0.0451592286759847
0.15000000000000002,0.9,0.04783736828488174
0.2,-0.9,0.03322315556939174
0.2,0,0.03576543809939623
0.2,0.9,0.03799363744528416
0.25,-0.9,0.024867811185499928
0.25,0,0.027763617876227414
0.25,0.9,0.029367959398576046
0.30000000000000004,-0.9,0.01788148460490675
0.30000000000000004,0,0.02140872294386476
0.30000000000000004,0.9,0.022511173699337625
0.35000000000000003,-0.9,0.012538359767732737
0.35000000000000003,0,0.016193255043845774
0.35000000000000003,0.9,0.01701039441795323
0.4,-0.9,0.009161681585535146
0.4,0,0.012618357559319223
0.4,0.9,0.01310160125625904
0.45000000000000007,-0.9,0.005945982525871388
0.45000000000000007,0,0.009083447303019453
0.45000000000000007,0.9,0.009320262677435128
0.5,-0.9,0.00447840595898756
0.5,0,0.007243863361593417
0.5,0.9,0.007385378020486502
0.55,-0.9,0.003119592651207002
0.55,0,0.005535342308846354
0.55,0.9,0.005641965942555333
0.6000000000000001,-0.9,0.002326373842605347
0.6000000000000001,0,0.004431501313576058
0.6000000000000001,0.9,0.004527597097240459
0.6500000000000001,-0.9,0.0012207977292876169
0.6500000000000001,0,0.0030551551676244334
0.6500000000000001,0.9,0.003149703283241673
0.7000000000000001,-0.9,9.628081678687001E-4
0.7000000000000001,0,0.002562632729256645
0.7000000000000001,0.9,0.00266031076578509
0.75,-0.9,6.129748153210219E-4
0.75,0,0.0020095817073621167
0.75,0.9,0.002113154364551023
0.8,-0.9,5.136149453964991E-4
0.8,0,0.0017334508443210958
0.8,0.9,0.0018438192102193589
0.8500000000000001,-0.9,3.5560095450647546E-4
0.8500000000000001,0,0.0014214978962027456
0.8500000000000001,0.9,0.001540802431183715
0.9000000000000001,-0.9,3.404260827358024E-5
0.9000000000000001,0,9.663683946169359E-4
0.9000000000000001,0.9,0.001094048297825504
0.9500000000000001,-0.9,1.997193493696194E-4
0.9500000000000001,0,0.0010168327181261337
0.9500000000000001,0.9,0.0011514779174283877
1,-0.9,-4.505093154202241E-4
1,0,2.669054217045876E-4
1,0.9,4.064863612666572E-4
1.05,-0.9,4.223155829668221E-5
1.05,0,6.732537965680639E-4
1.05,0.9,8.157113771465361E-4
1.1,-0.9,-3.5205592986922295E-4
1.1,0,2.043282896789032E-4
1.1,0.9,3.474918482982138E-4
1.1500000000000001,-0.9,-4.709724864933629E-4
1.1500000000000001,0,2.0517611266865853E-5
1.1500000000000001,0.9,1.6243052365940943E-4
1.2000000000000002,-0.9,-2.54836733300826E-4
1.2000000000000002,0,1.8061854225321467E-4
1.2000000000000002,0.9,3.1984731313805347E-4
1.25,-0.9,-4.679047470146188E-4
1.25,0,-8.095555918475543E-5
1.25,0.9,5.4442359681367296E-5
1.3000000000000003,-0.9,-3.080385904087685E-4
1.3000000000000003,0,3.678607314274937E-5
1.3000000000000003,0.9,1.68355970374024E-4
1.35,-0.9,-5.326925708503084E-4
1.35,0,-2.2468041513782212E-4
1.35,0.9,-9.773237478707248E-5
1.4000000000000001,-0.9,-2.8331442353008156E-4
1.4000000000000001,0,-7.352192380269667E-6
1.4000000000000001,0.9,1.1440401175183228E-4
1.4500000000000002,-0.9,-1.5897021071975092E-4
1.4500000000000002,0,8.901782758141642E-5
1.4500000000000002,0.9,2.053052540893684E-4
