Record Length,6242,Points,-500.000000000E-3,19.8999996,,Record Length,6242,Points,-500.000000000E-3,20.10000038,,Record Length,6250,Points,-500.000000000E-3,20.0000000,
Sample Interval,159.99999596E-6,s,-499.839991331E-3,20.30000114,,Sample Interval,159.99999596E-6,s,-499.839991331E-3,20.30000114,,Sample Interval,159.99999596E-6,s,-499.839991331E-3,20.20000076,
Trigger Point,3.12500023E3,Samples,-499.680012465E-3,19.8999996,,Trigger Point,3.12500023E3,Samples,-499.680012465E-3,20.10000038,,Trigger Point,3.12500023E3,Samples,-499.680012465E-3,20.0000000,
,,,-499.520003796E-3,20.30000114,,,,,-499.520003796E-3,20.10000038,,,,,-499.520003796E-3,20.0000000,
,,,-499.359995127E-3,19.8999996,,,,,-499.359995127E-3,20.10000038,,,,,-499.359995127E-3,20.20000076,
,,,-499.199986458E-3,20.30000114,,,,,-499.199986458E-3,20.10000038,,,,,-499.199986458E-3,20.20000076,
Source,Glitch Capture CH1,,-499.040007591E-3,19.8999996,,Source,Sample CH1,,-499.040007591E-3,20.10000038,,Source,Sample CH2,,-499.040007591E-3,20.0000000,
Vertical Units,V,,-498.879998922E-3,20.30000114,,Vertical Units,V,,-498.879998922E-3,20.10000038,,Vertical Units,V,,-498.879998922E-3,20.0000000,
Vertical Scale,5.00000007,,-498.719990253E-3,19.8999996,,Vertical Scale,5.00000007,,-498.719990253E-3,20.10000038,,Vertical Scale,5.00000007,,-498.719990253E-3,20.0000000,
Vertical Offset,0,,-498.560011387E-3,20.30000114,,Vertical Offset,0,,-498.560011387E-3,20.10000038,,Vertical Offset,0,,-498.560011387E-3,20.0000000,
Horizontal Units,s,,-498.400002718E-3,19.8999996,,Horizontal Units,s,,-498.400002718E-3,20.10000038,,Horizontal Units,s,,-498.400002718E-3,20.0000000,
Horizontal Scale,99.871997477E-3,,-498.239994049E-3,20.30000114,,Horizontal Scale,99.871997477E-3,,-498.239994049E-3,20.10000038,,Horizontal Scale,99.999997474E-3,,-498.239994049E-3,20.0000000,
Pt Fmt,Y,,-498.079985380E-3,19.8999996,,Pt Fmt,Y,,-498.079985380E-3,20.10000038,,Pt Fmt,Y,,-498.079985380E-3,20.20000076,
Yzero,-2.0600000,,-497.920006514E-3,20.30000114,,Yzero,-2.0600000,,-497.920006514E-3,20.10000038,,Yzero,-2.0400000,,-497.920006514E-3,20.0000000,
Probe Atten,1.000000,,-497.759997845E-3,19.8999996,,Probe Atten,1.000000,,-497.759997845E-3,20.10000038,,Probe Atten,1.000000,,-497.759997845E-3,20.0000000,
,,,-497.599989176E-3,20.30000114,,,,,-497.599989176E-3,20.10000038,,,,,-497.599989176E-3,20.0000000,
Note,DPO2024 - 2:53:49 PM   3/28/2025,,-497.440010309E-3,19.8999996,,Note,DPO2024 - 2:53:49 PM   3/28/2025,,-497.440010309E-3,20.10000038,,Note,DPO2024 - 2:53:49 PM   3/28/2025,,-497.440010309E-3,20.0000000,
,,,-497.280001640E-3,20.30000114,,,,,-497.280001640E-3,20.10000038,,,,,-497.280001640E-3,20.0000000,
,,,-497.119992971E-3,19.8999996,,,,,-497.119992971E-3,20.10000038,,,,,-497.119992971E-3,20.0000000,
,,,-496.960014105E-3,20.30000114,,,,,-496.960014105E-3,20.10000038,,,,,-496.960014105E-3,20.0000000,
,,,-496.800005436E-3,19.8999996,,,,,-496.800005436E-3,20.10000038,,,,,-496.800005436E-3,20.0000000,
,,,-496.639996767E-3,20.30000114,,,,,-496.639996767E-3,20.10000038,,,,,-496.639996767E-3,20.0000000,
,,,-496.479988098E-3,19.8999996,,,,,-496.479988098E-3,20.10000038,,,,,-496.479988098E-3,20.20000076,
,,,-496.320009232E-3,20.30000114,,,,,-496.320009232E-3,20.10000038,,,,,-496.320009232E-3,20.0000000,
,,,-496.160000563E-3,19.8999996,,,,,-496.160000563E-3,20.10000038,,,,,-496.160000563E-3,20.20000076,
,,,-495.999991894E-3,20.30000114,,,,,-495.999991894E-3,20.30000114,,,,,-495.999991894E-3,20.20000076,
,,,-495.840013027E-3,19.8999996,,,,,-495.840013027E-3,20.10000038,,,,,-495.840013027E-3,20.0000000,
,,,-495.680004358E-3,20.30000114,,,,,-495.680004358E-3,20.10000038,,,,,-495.680004358E-3,20.0000000,
,,,-495.519995689E-3,19.8999996,,,,,-495.519995689E-3,20.10000038,,,,,-495.519995689E-3,20.20000076,
,,,-495.359987020E-3,20.30000114,,,,,-495.359987020E-3,20.10000038,,,,,-495.359987020E-3,20.0000000,
,,,-495.200008154E-3,19.8999996,,,,,-495.200008154E-3,20.10000038,,,,,-495.200008154E-3,20.0000000,
,,,-495.039999485E-3,20.30000114,,,,,-495.039999485E-3,20.10000038,,,,,-495.039999485E-3,20.0000000,
