Record Length,6250,Points,-50.00000075E-3,19.8999996,,Record Length,6250,Points,-50.00000075E-3,20.10000038,
Sample Interval,16.0000000E-6,s,-49.98400062E-3,20.30000114,,Sample Interval,16.0000000E-6,s,-49.98400062E-3,20.10000038,
Trigger Point,3.12500020E3,Samples,-49.96800050E-3,19.8999996,,Trigger Point,3.12500020E3,Samples,-49.96800050E-3,20.10000038,
,,,-49.95200038E-3,20.30000114,,,,,-49.95200038E-3,20.10000038,
,,,-49.93600026E-3,19.8999996,,,,,-49.93600026E-3,20.30000114,
,,,-49.92000014E-3,20.30000114,,,,,-49.92000014E-3,20.10000038,
Source,Glitch Capture CH1,,-49.90400001E-3,19.8999996,,Source,Sample CH1,,-49.90400001E-3,20.10000038,
Vertical Units,V,,-49.88799989E-3,20.30000114,,Vertical Units,V,,-49.88799989E-3,20.10000038,
Vertical Scale,5.00000007,,-49.87199977E-3,19.8999996,,Vertical Scale,5.00000007,,-49.87199977E-3,20.10000038,
Vertical Offset,0,,-49.85599965E-3,20.30000114,,Vertical Offset,0,,-49.85599965E-3,20.10000038,
Horizontal Units,s,,-49.83999953E-3,19.8999996,,Horizontal Units,s,,-49.83999953E-3,20.10000038,
Horizontal Scale,9.999999975E-3,,-49.82399940E-3,20.30000114,,Horizontal Scale,9.999999975E-3,,-49.82399940E-3,20.10000038,
Pt Fmt,Y,,-49.80799928E-3,19.8999996,,Pt Fmt,Y,,-49.80799928E-3,20.10000038,
Yzero,-2.0600000,,-49.79199916E-3,20.30000114,,Yzero,-2.0600000,,-49.79199916E-3,20.10000038,
Probe Atten,1.000000,,-49.77599904E-3,19.8999996,,Probe Atten,1.000000,,-49.77599904E-3,20.10000038,
,,,-49.75999892E-3,20.30000114,,,,,-49.75999892E-3,20.30000114,
Note,DPO2024 - 3:33:27 PM   4/21/2025,,-49.74400252E-3,19.8999996,,Note,DPO2024 - 3:33:27 PM   4/21/2025,,-49.74400252E-3,20.10000038,
,,,-49.72800240E-3,20.30000114,,,,,-49.72800240E-3,20.10000038,
,,,-49.71200228E-3,19.8999996,,,,,-49.71200228E-3,20.10000038,
,,,-49.69600216E-3,20.30000114,,,,,-49.69600216E-3,20.10000038,
,,,-49.68000203E-3,19.8999996,,,,,-49.68000203E-3,20.10000038,
,,,-49.66400191E-3,20.30000114,,,,,-49.66400191E-3,20.30000114,
,,,-49.64800179E-3,19.8999996,,,,,-49.64800179E-3,20.10000038,
,,,-49.63200167E-3,20.30000114,,,,,-49.63200167E-3,20.10000038,
,,,-49.61600155E-3,19.8999996,,,,,-49.61600155E-3,20.10000038,
,,,-49.60000142E-3,20.30000114,,,,,-49.60000142E-3,20.30000114,
,,,-49.58400130E-3,19.8999996,,,,,-49.58400130E-3,20.10000038,
,,,-49.56800118E-3,20.30000114,,,,,-49.56800118E-3,20.10000038,
,,,-49.55200106E-3,19.8999996,,,,,-49.55200106E-3,20.10000038,
,,,-49.53600094E-3,20.30000114,,,,,-49.53600094E-3,20.10000038,
,,,-49.52000082E-3,19.8999996,,,,,-49.52000082E-3,20.10000038,
,,,-49.50400069E-3,20.30000114,,,,,-49.50400069E-3,20.30000114,
,,,-49.48800057E-3,19.8999996,,,,,-49.48800057E-3,20.30000114,
,,,-49.47200045E-3,20.30000114,,,,,-49.47200045E-3,20.10000038,
,,,-49.45600033E-3,19.8999996,,,,,-49.45600033E-3,20.30000114,
,,,-49.44000021E-3,20.30000114,,,,,-49.44000021E-3,20.10000038,
,,,-49.42400008E-3,19.8999996,,,,,-49.42400008E-3,20.10000038,
,,,-49.40799996E-3,20.50000000,,,,,-49.40799996E-3,20.10000038,
,,,-49.39199984E-3,19.8999996,,,,,-49.39199984E-3,20.10000038,
,,,-49.37599972E-3,20.30000114,,,,,-49.37599972E-3,20.10000038,
,,,-49.35999960E-3,19.8999996,,,,,-49.35999960E-3,20.10000038,
,,,-49.34399948E-3,20.30000114,,,,,-49.34399948E-3,20.10000038,
,,,-49.32799935E-3,20.10000038,,,,,-49.32799935E-3,20.10000038,
,,,-49.31199923E-3,20.50000000,,,,,-49.31199923E-3,20.10000038,
,,,-49.29599911E-3,19.8999996,,,,,-49.29599911E-3,20.10000038,
,,,-49.27999899E-3,20.30000114,,,,,-49.27999899E-3,20.10000038,
,,,-49.26400259E-3,19.8999996,,,,,-49.26400259E-3,20.10000038,
,,,-49.24800247E-3,20.30000114,,,,,-49.24800247E-3,20.10000038,
,,,-49.23200235E-3,20.10000038,,,,,-49.23200235E-3,20.10000038,
,,,-49.21600223E-3,20.50000000,,,,,-49.21600223E-3,20.10000038,
,,,-49.20000210E-3,19.8999996,,,,,-49.20000210E-3,20.30000114,
,,,-49.18400198E-3,20.30000114,,,,,-49.18400198E-3,20.10000038,
,,,-49.16800186E-3,19.8999996,,,,,-49.16800186E-3,20.10000038,
,,,-49.15200174E-3,20.30000114,,,,,-49.15200174E-3,20.10000038,
,,,-49.13600162E-3,19.8999996,,,,,-49.13600162E-3,20.10000038,
,,,-49.12000149E-3,20.30000114,,,,,-49.12000149E-3,20.10000038,
,,,-49.10400137E-3,19.8999996,,,,,-49.10400137E-3,20.10000038,
,,,-49.08800125E-3,20.30000114,,,,,-49.08800125E-3,20.10000038,
,,,-49.07200113E-3,19.8999996,,,,,-49.07200113E-3,20.10000038,
,,,-49.05600101E-3,20.30000114,,,,,-49.05600101E-3,20.10000038,
,,,-49.04000089E-3,19.8999996,,,,,-49.04000089E-3,20.10000038,
,,,-49.02400076E-3,20.50000000,,,,,-49.02400076E-3,20.10000038,
,,,-49.00800064E-3,19.8999996,,,,,-49.00800064E-3,20.10000038,
,,,-48.99200052E-3,20.30000114,,,,,-48.99200052E-3,20.10000038,
,,,-48.97600040E-3,19.8999996,,,,,-48.97600040E-3,20.10000038,
,,,-48.96000028E-3,20.30000114,,,,,-48.96000028E-3,20.10000038,
