% Model,EM_DoulbeMagnet.mph
% Version,COMSOL 6.2.0.290
% Date,"Jul 1 2024, 13:23"
% Table,Table 3 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.20500000000000002,1.3,0,0.04276941366762734
0.20500000000000002,1.3,1.3,0.011491501437921103
0.21,-1.3,-1.3,-0.010948593641475265
0.21,-1.3,0,-0.04088973764119797
0.21,-1.3,1.3,-0.07158150029272559
0.21,0,-1.3,0.030607509442282847
0.21,0,0,6.87219105369041E-4
0.21,0,1.3,-0.0299837365573844
0.21,1.3,-1.3,0.07374092398271459
0.21,1.3,0,0.04384141541913139
0.21,1.3,1.3,0.013191627368130503
0.215,-1.3,-1.3,-0.01392723131156929
0.215,-1.3,0,-0.04310892760962396
0.215,-1.3,1.3,-0.0730148847410958
0.215,0,-1.3,0.02893691084407173
0.215,0,0,-2.136232725573617E-4
0.215,0,1.3,-0.030088189820029518
0.215,1.3,-1.3,0.0736004971811117
0.215,1.3,0,0.044481332338644056
0.215,1.3,1.3,0.01463775546263646
0.22,-1.3,-1.3,-0.013850271579993273
0.22,-1.3,0,-0.042744985000623584
0.22,-1.3,1.3,-0.07225604328085536
0.22,0,-1.3,0.030848530057998244
0.22,0,0,0.0019908151392005885
0.22,0,1.3,-0.02748295704993386
0.22,1.3,-1.3,0.07737894539973253
0.22,1.3,0,0.04855838418671615
0.22,1.3,1.3,0.019122000925142338
0.225,-1.3,-1.3,-0.016836119952953404
0.225,-1.3,0,-0.045049009694739336
0.225,-1.3,1.3,-0.07390259614454575
0.225,0,-1.3,0.029219195064950333
0.225,0,0,0.0010424157104925533
0.225,0,1.3,-0.027775305996490033
0.225,1.3,-1.3,0.07683992354012903
0.225,1.3,0,0.04869890948921993
0.225,1.3,1.3,0.019916580340246647
0.23,-1.3,-1.3,-0.017141347447193797
0.23,-1.3,0,-0.04478552191398783
0.23,-1.3,1.3,-0.07302602921188167
0.23,0,-1.3,0.02964088271403214
0.23,0,0,0.002034850263634407
0.23,0,1.3,-0.02616717274684227
0.23,1.3,-1.3,0.07813983907954249
0.23,1.3,0,0.05057224514864639
0.23,1.3,1.3,0.02240808497654538
0.23500000000000001,-1.3,-1.3,-0.01821696800992843
0.23500000000000001,-1.3,0,-0.0447145360542113
0.23500000000000001,-1.3,1.3,-0.07181203708938
0.23500000000000001,0,-1.3,0.02817696514968478
0.23500000000000001,0,0,0.001721749712397351
0.23500000000000001,0,1.3,-0.02533353488120494
0.23500000000000001,1.3,-1.3,0.07646989500719745
0.23500000000000001,1.3,0,0.05005680310612935
0.23500000000000001,1.3,1.3,0.023043827565248066
0.24,-1.3,-1.3,-0.01899436576298293
0.24,-1.3,0,-0.044854650902323455
0.24,-1.3,1.3,-0.0713617856606762
0.24,0,-1.3,0.028892442914314698
0.24,0,0,0.0030974518827558
0.24,0,1.3,-0.023343980013345554
0.24,1.3,-1.3,0.07893855053617628
0.24,1.3,0,0.05320917925555283
0.24,1.3,1.3,0.02683337851289106
0.245,-1.3,-1.3,-0.022426155358647084
0.245,-1.3,0,-0.04760926471981387
0.245,-1.3,1.3,-0.07334574213791503
0.245,0,-1.3,0.02719428902629438
0.245,0,0,0.0020707487777783685
0.245,0,1.3,-0.023605945774460936
0.245,1.3,-1.3,0.07869237656793765
0.245,1.3,0,0.053628578615149164
0.245,1.3,1.3,0.02801122083912086
0.25,-1.3,-1.3,-0.022680860386939457
0.25,-1.3,0,-0.04733742432505499
0.25,-1.3,1.3,-0.07262812255482066
0.25,0,-1.3,0.02749907631669914
0.25,0,0,0.0029359402924431875
0.25,0,1.3,-0.022261655399284836
0.25,1.3,-1.3,0.08083683697127089
0.25,1.3,0,0.05636693900944463
0.25,1.3,1.3,0.03126231859604534
0.255,-1.3,-1.3,-0.02248923323325822
0.255,-1.3,0,-0.04624163346772818
0.255,-1.3,1.3,-0.07054342460883123
0.255,0,-1.3,0.028548886254684925
0.255,0,0,0.004894936408671961
0.255,0,1.3,-0.019307940144293358
0.255,1.3,-1.3,0.08321206187851482
0.255,1.3,0,0.05965688796537702
0.255,1.3,1.3,0.035552801952205754
0.26,-1.3,-1.3,-0.024053748008779786
0.26,-1.3,0,-0.04740330663887368
0.26,-1.3,1.3,-0.07129732019874711
0.26,0,-1.3,0.029877786935927738
0.26,0,0,0.006646251579281781
0.26,0,1.3,-0.017129369279033007
0.26,1.3,-1.3,0.08696781358157463
0.26,1.3,0,0.06385467198016441
0.26,1.3,1.3,0.040197399078715584
0.265,-1.3,-1.3,-0.025571272171638258
0.265,-1.3,0,-0.04820261809150932
0.265,-1.3,1.3,-0.07132561091985734
0.265,0,-1.3,0.028333143283817325
0.265,0,0,0.00582946214862708
0.265,0,1.3,-0.017165664587477508
0.265,1.3,-1.3,0.08637658010151532
0.265,1.3,0,0.06400083918614632
0.265,1.3,1.3,0.04113302878071832
0.27,-1.3,-1.3,-0.0276858773445424
0.27,-1.3,0,-0.05051079269737839
0.27,-1.3,1.3,-0.0738585219564736
0.27,0,-1.3,0.029075653610825695
0.27,0,0,0.006380613307101744
0.27,0,1.3,-0.01683701043854204
0.27,1.3,-1.3,0.08993538358633438
0.27,1.3,0,0.06737052559221239
0.27,1.3,1.3,0.04428216871692998
0.275,-1.3,-1.3,-0.02916481176508092
0.275,-1.3,0,-0.051461245376859005
0.275,-1.3,1.3,-0.07423865044400949
0.275,0,-1.3,0.028943738905700737
0.275,0,0,0.006793161316876555
0.275,0,1.3,-0.015837965079137786
0.275,1.3,-1.3,0.09203478906755039
0.275,1.3,0,0.07003050922500087
0.275,1.3,1.3,0.047545086412642996
0.28,-1.3,-1.3,-0.03089754496033816
0.28,-1.3,0,-0.05232007459560113
0.28,-1.3,1.3,-0.07420418975937854
0.28,0,-1.3,0.028208951460388584
0.28,0,0,0.006945814919188796
0.28,0,1.3,-0.014778816483388846
0.28,1.3,-1.3,0.09225881477191343
0.28,1.3,0,0.0711552436840151
0.28,1.3,1.3,0.04958968372904393
0.28500000000000003,-1.3,-1.3,-0.035414094185495834
0.28500000000000003,-1.3,0,-0.056644517465701184
0.28500000000000003,-1.3,1.3,-0.07835652631780013
0.28500000000000003,0,-1.3,0.02707115542878986
0.28500000000000003,0,0,0.005993578197703862
0.28500000000000003,0,1.3,-0.015565690743234776
0.28500000000000003,1.3,-1.3,0.09366838536954956
0.28500000000000003,1.3,0,0.07274351241624241
0.28500000000000003,1.3,1.3,0.05133681565061881
0.29,-1.3,-1.3,-0.035303048927155335
0.29,-1.3,0,-0.05583657934792481
0.29,-1.3,1.3,-0.07680105081605149
0.29,0,-1.3,0.029050995985781237
0.29,0,0,0.008658427805282901
0.29,0,1.3,-0.012164946333751751
0.29,1.3,-1.3,0.09698364953196034
0.29,1.3,0,0.07673232182824777
0.29,1.3,1.3,0.056049299108217786
0.295,-1.3,-1.3,-0.03984498102746221
0.295,-1.3,0,-0.060369281485785714
0.295,-1.3,1.3,-0.08129355916787441
0.295,0,-1.3,0.028144310277023854
0.295,0,0,0.007765345964293128
0.295,0,1.3,-0.013012803083693333
0.295,1.3,-1.3,0.09988695140457998
0.295,1.3,0,0.07965361118330638
0.295,1.3,1.3,0.059020746305819036
0.3,-1.3,-1.3,-0.0421623055902946
0.3,-1.3,0,-0.06202193834527372
0.3,-1.3,1.3,-0.08224284891259674
0.3,0,-1.3,0.027200657459270708
0.3,0,0,0.007514512030555042
0.3,0,1.3,-0.012531585102261506
0.3,1.3,-1.3,0.10165683772214851
0.3,1.3,0,0.0821450067459799
0.3,1.3,1.3,0.06227292385047089
0.305,-1.3,-1.3,-0.04720577108114862
0.305,-1.3,0,-0.06678103649513124
0.305,-1.3,1.3,-0.08671914814705922
0.305,0,-1.3,0.025676131534887153
0.305,0,0,0.006271271494483317
0.305,0,1.3,-0.013495730876120403
0.305,1.3,-1.3,0.1031630078796816
0.305,1.3,0,0.08392895041868899
0.305,1.3,1.3,0.06433236297556287
0.31,-1.3,-1.3,-0.044734991929618495
0.31,-1.3,0,-0.06389651373165303
0.31,-1.3,1.3,-0.08338850470389492
0.31,0,-1.3,0.03008388022636935
0.31,0,0,0.011115112346164911
0.31,0,1.3,-0.008183734919278585
0.31,1.3,-1.3,0.11009770515130449
0.31,1.3,0,0.09132144652427641
0.31,1.3,1.3,0.07221508670405166
0.315,-1.3,-1.3,-0.047318450778801126
0.315,-1.3,0,-0.06590734192632018
0.315,-1.3,1.3,-0.0848465403230714
0.315,0,-1.3,0.030764660088813067
0.315,0,0,0.012374930105325513
0.315,0,1.3,-0.006364571343615021
0.315,1.3,-1.3,0.11389867662173281
0.315,1.3,0,0.09570817478828551
0.315,1.3,1.3,0.07716767345865941
0.32,-1.3,-1.3,-0.04992521334616578
0.32,-1.3,0,-0.06786298093560092
0.32,-1.3,1.3,-0.08611348574334662
0.32,0,-1.3,0.029917302164762877
0.32,0,0,0.012216545642341262
0.32,0,1.3,-0.005796598242378818
0.32,1.3,-1.3,0.11631389503558737
0.32,1.3,0,0.0988494425412243
0.32,1.3,1.3,0.081073835752347
0.325,-1.3,-1.3,-0.05239881902119508
0.325,-1.3,0,-0.06996113267044714
0.325,-1.3,1.3,-0.08784536587652333
0.325,0,-1.3,0.030627235293914916
0.325,0,0,0.013288151452967838
0.325,0,1.3,-0.004372256623987852
0.325,1.3,-1.3,0.11940419307111447
0.325,1.3,0,0.10228790463729476
0.325,1.3,1.3,0.08485071301200757
0.33,-1.3,-1.3,-0.05317216560674215
0.33,-1.3,0,-0.07061230622086945
0.33,-1.3,1.3,-0.08833454520439699
0.33,0,-1.3,0.033411040194850104
0.33,0,0,0.016208106660923528
0.33,0,1.3,-0.001277086632503796
0.33,1.3,-1.3,0.1263229479270756
0.33,1.3,0,0.10935651064813856
0.33,1.3,1.3,0.09210914699802217
0.335,-1.3,-1.3,-0.05862591590201873
0.335,-1.3,0,-0.07572493985991369
0.335,-1.3,1.3,-0.09311638849403779
0.335,0,-1.3,0.032351051546378254
0.335,0,0,0.015510304729748469
0.335,0,1.3,-0.0016238267126162768
0.335,1.3,-1.3,0.13003942709980554
0.335,1.3,0,0.1134546646772206
0.335,1.3,1.3,0.09657796122771273
0.34,-1.3,-1.3,-0.06452909398739065
0.34,-1.3,0,-0.08112177399304725
0.34,-1.3,1.3,-0.09800313807924925
0.34,0,-1.3,0.03012076300233117
0.34,0,0,0.013814331125700794
0.34,0,1.3,-0.002779824558377395
0.34,1.3,-1.3,0.13212947989691398
0.34,1.3,0,0.1161103896069953
0.34,1.3,1.3,0.09980338163610078
0.34500000000000003,-1.3,-1.3,-0.06316246077459041
0.34500000000000003,-1.3,0,-0.07912412715621985
0.34500000000000003,-1.3,1.3,-0.09536085551915133
0.34500000000000003,0,-1.3,0.03403402090972544
0.34500000000000003,0,0,0.01841555120705167
0.34500000000000003,0,1.3,0.0025215174135684113
0.34500000000000003,1.3,-1.3,0.14015163261762562
0.34500000000000003,1.3,0,0.12487614359067885
0.34500000000000003,1.3,1.3,0.10932471402236485
0.35000000000000003,-1.3,-1.3,-0.09851117475170652
0.35000000000000003,-1.3,0,-0.10984564284420496
0.35000000000000003,-1.3,1.3,-0.12192646655499145
0.35000000000000003,0,-1.3,0.019976369506702285
0.35000000000000003,0,0,5.558056101379483E-4
0.35000000000000003,0,1.3,-0.019611040984289937
0.35000000000000003,1.3,-1.3,-0.009346629002727619
0.35000000000000003,1.3,0,-0.036853099975629564
