% Model,EM_DoulbeMagnet.mph
% Version,COMSOL 6.2.0.290
% Date,"Jul 1 2024, 13:51"
% Table,Table 1 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.34500000000000003,0.13,0,0.028660234588851537
0.34500000000000003,0.13,0.13,0.02708642350805655
0.35000000000000003,-0.13,-0.13,-0.001930222865531822
0.35000000000000003,-0.13,0,-0.003825219646209188
0.35000000000000003,-0.13,0.13,-0.00572755903498093
0.35000000000000003,0,-0.13,0.0025360985635583828
0.35000000000000003,0,0,5.603204139317808E-4
0.35000000000000003,0,0.13,-0.001422801582539844
0.35000000000000003,0.13,-0.13,0.005525191779655015
0.35000000000000003,0.13,0,0.003468577113928514
0.35000000000000003,0.13,0.13,0.0014046055922826307
