% Model,EM_DoulbeMagnet.mph
% Version,COMSOL 6.2.0.290
% Date,"Jul 1 2024, 13:51"
% Table,Table 1 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.22,0,0.13,-9.288201975157437E-4
0.22,0.13,-0.13,0.009478231118250916
0.22,0.13,0,0.006565074788406677
0.22,0.13,0.13,0.0036459682268691947
0.225,-0.13,-0.13,-7.902892951437675E-4
0.225,-0.13,0,-0.0036371054522326505
0.225,-0.13,0.13,-0.0064904155627480906
0.225,0,-0.13,0.0038888333026566788
0.225,0,0,0.001042415726422611
0.225,0,0.13,-0.0018104019623671787
0.225,0.13,-0.13,0.00858370696347633
0.225,0.13,0,0.005737561621991617
0.225,0.13,0.13,0.002884947396873474
0.23,-0.13,-0.13,6.354106867828297E-5
0.23,-0.13,0,-0.00272422271552548
0.23,-0.13,0.13,-0.005517985914281721
0.23,0,-0.13,0.004822473987768173
0.23,0,0,0.0020348503200329805
0.23,0,0.13,-7.582087279877081E-4
0.23,0.13,-0.13,0.00959849766143339
0.23,0.13,0,0.006811430113782314
0.23,0.13,0.13,0.004018402247537037
0.23500000000000001,-0.13,-0.13,-3.3440120875556124E-4
0.23500000000000001,-0.13,0,-0.003007410478950468
0.23500000000000001,-0.13,0.13,-0.005686332165161135
0.23500000000000001,0,-0.13,0.004394193199871556
0.23500000000000001,0,0,0.0017217497102491978
0.23500000000000001,0,0.13,-9.568313142821975E-4
0.23500000000000001,0.13,-0.13,0.00914178945799064
0.23500000000000001,0.13,0,0.006469718176181451
0.23500000000000001,0.13,0.13,0.0037916268800828844
0.24,-0.13,-0.13,8.144824970188272E-4
0.24,-0.13,0,-0.0017948075639684013
0.24,-0.13,0.13,-0.004410535032530187
0.24,0,-0.13,0.005706146032960996
0.24,0,0,0.0030974518818532443
0.24,0,0.13,4.8255866426523755E-4
0.24,0.13,-0.13,0.010619461424388946
0.24,0.13,0,0.008011525186067152
0.24,0.13,0.13,0.005397027952715057
0.245,-0.13,-0.13,-4.4390477552578786E-4
0.245,-0.13,0,-0.0029816031780446305
0.245,-0.13,0.13,-0.005524961724786392
0.245,0,-0.13,0.004608048477150897
0.245,0,0,0.0020707487814030307
0.245,0,0.13,-4.7184105767346385E-4
0.245,0.13,-0.13,0.009678755096326118
0.245,0.13,0,0.007142107072310435
0.245,0.13,0.13,0.004599892453542904
0.25,-0.13,-0.13,2.521028840141359E-4
0.25,-0.13,0,-0.002233475423573404
0.25,-0.13,0.13,-0.0047256698264351365
0.25,0,-0.13,0.005420652756692328
0.25,0,0,0.002935940276212734
0.25,0,0.13,4.4474259907799525E-4
0.25,0.13,-0.13,0.01062074469805613
0.25,0.13,0,0.0081368145310234
0.25,0.13,0.13,0.005646532587116778
0.255,-0.13,-0.13,0.0020091477520671735
0.255,-0.13,0,-3.8183128179641694E-4
0.255,-0.13,0.13,-0.0027783057615485655
0.255,0,-0.13,0.007285141944533117
0.255,0,0,0.004894936402163589
0.255,0,0.13,0.0024994938602722686
0.255,0.13,-0.13,0.012597126969956463
0.255,0.13,0,0.010207988986458864
0.255,0.13,0.13,0.007813643927985989
0.26,-0.13,-0.13,0.0034478779378754043
0.26,-0.13,0,0.0010991816439002104
0.26,-0.13,0.13,-0.0012550487363233737
0.26,0,-0.13,0.008993985630903539
0.26,0,0,0.0066462515796656164
0.26,0,0.13,0.004293252820812991
0.26,0.13,-0.13,0.014571500403599306
0.26,0.13,0,0.012225002911437391
0.26,0.13,0.13,0.00987304124184952
0.265,-0.13,-0.13,0.002513725783876257
0.265,-0.13,0,2.401780537912403E-4
0.265,-0.13,0.13,-0.002038507384596693
0.265,0,-0.13,0.008101986593579542
0.265,0,0,0.0058294621496342396
0.265,0,0.13,0.0035522943126820045
0.265,0.13,-0.13,0.01373162401597292
0.265,0.13,0,0.011460414685297253
0.265,0.13,0.13,0.009184254030805585
0.27,-0.13,-0.13,0.002801348332728883
0.27,-0.13,0,5.07354566832598E-4
0.27,-0.13,0.13,-0.0017922736076502986
0.27,0,-0.13,0.008673729309090786
0.27,0,0,0.006380613307234547
0.27,0,0.13,0.0040827274005012185
0.27,0.13,-0.13,0.014587013058856256
0.27,0.13,0,0.012295224850803942
0.27,0.13,0.13,0.009998224595841414
0.275,-0.13,-0.13,0.002981730427099245
0.275,-0.13,0,7.437726625948889E-4
0.275,-0.13,0.13,-0.0014992663729988184
0.275,0,-0.13,0.009030156446180389
0.275,0,0,0.0067931613472170405
0.275,0,0.13,0.004552089640596179
0.275,0.13,-0.13,0.015128008498150193
0.275,0.13,0,0.012892732904660002
0.275,0.13,0.13,0.010652759852638805
0.28,-0.13,-0.13,0.0029453671997418038
0.28,-0.13,0,7.96926516680535E-4
0.28,-0.13,0.13,-0.0013563840295672328
0.28,0,-0.13,0.009092896380982814
0.28,0,0,0.006945814867589269
0.28,0,0.13,0.004794302035432031
0.28,0.13,-0.13,0.01528983877623141
0.28,0.13,0,0.013144356193876348
0.28,0.13,0.13,0.0109942278039517
0.28500000000000003,-0.13,-0.13,0.0016753568568243027
0.28500000000000003,-0.13,0,-4.5522923621765625E-4
0.28500000000000003,-0.13,0.13,-0.0025910493131885842
0.28500000000000003,0,-0.13,0.008122910175209629
0.28500000000000003,0,0,0.005993578199353394
0.28500000000000003,0,0.13,0.003859382175574008
0.28500000000000003,0.13,-0.13,0.014611366785445059
0.28500000000000003,0.13,0,0.01248343775829785
0.28500000000000003,0.13,0.13,0.010350643161983454
0.29,-0.13,-0.13,0.0041081407531799626
0.29,-0.13,0,0.0020481586193081937
0.29,-0.13,0.13,-1.6307132578139566E-5
0.29,0,-0.13,0.010717075432850002
0.29,0,0,0.008658427811718947
0.29,0,0.13,0.006595742068336286
0.29,0.13,-0.13,0.01736208078544707
0.29,0.13,0,0.015304823377391146
0.29,0.13,0.13,0.013243227906260585
0.295,-0.13,-0.13,0.002840159327040441
0.295,-0.13,0,7.833323234030607E-4
0.295,-0.13,0.13,-0.0012780200815737525
0.295,0,-0.13,0.009821424071626917
0.295,0,0,0.007765345967608077
0.295,0,0.13,0.005705717095537544
0.295,0.13,-0.13,0.016839810614922575
0.295,0.13,0,0.01478548335666839
0.295,0.13,0.13,0.012727270846278685
0.3,-0.13,-0.13,0.0023183529401677528
0.3,-0.13,0,3.319174520211819E-4
0.3,-0.13,0.13,-0.0016581497748671282
0.3,0,-0.13,0.009499692176516762
0.3,0,0,0.007514512028250417
0.3,0,0.13,0.0055264502824028845
0.3,0.13,-0.13,0.016731749236481165
0.3,0.13,0,0.014748664740529575
0.3,0.13,0.13,0.012762174268266103
0.305,-0.13,-0.13,7.174525900225815E-4
0.305,-0.13,0,-0.0012409542102824241
0.305,-0.13,0.13,-0.0032031215455087404
0.305,0,-0.13,0.00822822783172729
0.305,0,0,0.006271271478718596
0.305,0,0.13,0.004311043649546174
0.305,0.13,-0.13,0.015784933899369274
0.305,0.13,0,0.013829960540955694
0.305,0.13,0.13,0.011871051215135332
0.31,-0.13,-0.13,0.005293730737564124
0.31,-0.13,0,0.0033801988095273766
0.31,-0.13,0.13,0.0014635120890219445
0.31,0,-0.13,0.013027127528667136
0.31,0,0,0.011115112337496404
0.31,0,0.13,0.009200236654114392
0.31,0.13,-0.13,0.020811818315990334
0.31,0.13,0,0.018902126036234323
0.31,0.13,0.13,0.016989058708543676
0.315,-0.13,-0.13,0.006176119668685125
0.315,-0.13,0,0.004319800369129566
0.315,-0.13,0.13,0.0024594831179476275
0.315,0,-0.13,0.0142297815695341
0.315,0,0,0.012374930093569356
0.315,0,0.13,0.010517028188818188
0.315,0.13,-0.13,0.022333932153998252
0.315,0.13,0,0.02048121187558938
0.315,0.13,0.13,0.01862524314335052
0.32,-0.13,-0.13,0.0057002178012378404
0.32,-0.13,0,0.003914058090969334
0.32,-0.13,0.13,0.002124161901901048
0.32,0,-0.13,0.014000759143448473
0.32,0,0,0.012216545641259676
0.32,0,0.13,0.0104293650735936
0.32,0.13,-0.13,0.022366716049083427
0.32,0.13,0,0.02058498217637686
0.32,0.13,0.13,0.0188001531090708
0.325,-0.13,-0.13,0.006455077937772731
0.325,-0.13,0,0.004704588575321682
0.325,-0.13,0.13,0.002950828308312066
0.325,0,-0.13,0.015036678769105579
0.325,0,0,0.013288151423514541
0.325,0,0.13,0.01153672781827052
0.325,0.13,-0.13,0.023675652337033688
0.325,0.13,0,0.021929477958313022
0.325,0.13,0.13,0.020180201800695116
0.33,-0.13,-0.13,0.008976720699957733
0.33,-0.13,0,0.007241573153775233
0.33,-0.13,0.13,0.005503245052838768
0.33,0,-0.13,0.01794131222135894
0.33,0,0,0.016208106643642764
0.33,0,0.13,0.014472394470574558
0.33,0.13,-0.13,0.02696899822277115
0.33,0.13,0,0.025238264542479433
0.33,0.13,0.13,0.023504897583325864
0.335,-0.13,-0.13,0.007784571588386979
0.335,-0.13,0,0.006084940110362024
0.335,-0.13,0.13,0.00438215650167963
0.335,0,-0.13,0.01720765798565345
0.335,0,0,0.015510304713387447
0.335,0,0.13,0.01381008559725929
0.335,0.13,-0.13,0.026697749716499533
0.335,0.13,0,0.02500281188546306
0.335,0.13,0.13,0.023305089211528126
0.34,-0.13,-0.13,0.005635955673768461
0.34,-0.13,0,0.003989535449770978
0.34,-0.13,0.13,0.002340238429100413
0.34,0,-0.13,0.015457894886632722
0.34,0,0,0.013814331155371696
0.34,0,0.13,0.012167959322806067
0.34,0.13,-0.13,0.025353387585080184
0.34,0.13,0,0.023712687191010273
0.34,0.13,0.13,0.022069131817944388
0.34500000000000003,-0.13,-0.13,0.009837915719283151
0.34500000000000003,-0.13,0,0.008260163077760712
0.34500000000000003,-0.13,0.13,0.006679640930287884
0.34500000000000003,0,-0.13,0.019989849749386404
0.34500000000000003,0,0,0.018415551236262713
0.34500000000000003,0,0.13,0.016838402395635797
0.34500000000000003,0.13,-0.13,0.030230905048765872
