% Model,COMSOL_Inductor12_Magnet4x6.mph
% Version,COMSOL 6.2.0.290
% Date,"Jan 28 2025, 14:11"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-0.4,0.9140472123884292
0,0,0.9551700802272961
0,0.4,0.9957122981021999
0.1,-0.4,2.093810016149726
0.1,0,2.1365012932236063
0.1,0.4,2.1787445835621004
0.2,-0.4,1.8024976383178448
0.2,0,1.8416489186157905
0.2,0.4,1.8802803834149757
0.30000000000000004,-0.4,1.5785883685927686
0.30000000000000004,0,1.6144310902868098
0.30000000000000004,0.4,1.6497339364088466
0.4,-0.4,1.3973192026220553
0.4,0,1.4299525599936778
0.4,0.4,1.4619438740591684
0.5,-0.4,1.2396740499757606
0.5,0,1.2694154695901412
0.5,0.4,1.2985514556889557
0.6000000000000001,-0.4,1.1026194772229925
0.6000000000000001,0,1.1299872210855995
0.6000000000000001,0.4,1.1567174123481245
0.7000000000000001,-0.4,0.9846386729598937
0.7000000000000001,0,1.0099945949310651
0.7000000000000001,0.4,1.034610109779441
0.8,-0.4,0.8804269846738595
0.8,0,0.9039268701412402
0.8,0.4,0.926371638407269
0.9000000000000001,-0.4,0.7905575156609311
0.9000000000000001,0,0.8112682433800427
0.9000000000000001,0.4,0.8301557659933853
1,-0.4,0.7024934052191314
1,0,0.7202514001913959
1,0.4,0.7368334466249062
1.1,-0.4,0.6182435830132132
1.1,0,0.6344548867219526
1.1,0.4,0.6495554737352025
1.2000000000000002,-0.4,0.5498221719172531
1.2000000000000002,0,0.564949874318992
1.2000000000000002,0.4,0.5790978789765674
1.3000000000000003,-0.4,0.48371440143368727
1.3000000000000003,0,0.4980532999337488
1.3000000000000003,0.4,0.5114607254163157
1.4000000000000001,-0.4,0.4259545062147543
1.4000000000000001,0,0.43965398622940355
1.4000000000000001,0.4,0.4525296519860048
1.5,-0.4,0.3735428988065619
1.5,0,0.38661487782786136
1.5,0.4,0.39897203062202113
1.6,-0.4,0.3304159174480639
1.6,0,0.34289662641647645
1.6,0.4,0.35478162327812734
1.7000000000000002,-0.4,0.2891324502039988
1.7000000000000002,0,0.3010435118015149
1.7000000000000002,0.4,0.31244718550369505
1.8000000000000003,-0.4,0.2576236605123605
1.8000000000000003,0,0.2689701032856324
1.8000000000000003,0.4,0.27986935981096084
1.9000000000000001,-0.4,0.22455367119540925
1.9000000000000001,0,0.23535615746839914
1.9000000000000001,0.4,0.24576475532645428
2,-0.4,0.2007136837715061
2,0,0.21099818936506923
2,0.4,0.22091396113084028
2.1,-0.4,0.17685758550080655
2.1,0,0.18665729984507043
2.1,0.4,0.1961019226536241
2.2,-0.4,0.15862603516916307
2.2,0,0.16797153795536995
2.2,0.4,0.17695901660131308
2.3000000000000003,-0.4,0.14312559736779124
2.3000000000000003,0,0.15204582476576828
2.3000000000000003,0.4,0.16060430184095426
2.4000000000000004,-0.4,0.12730540654531053
2.4000000000000004,0,0.13582750311923378
2.4000000000000004,0.4,0.14398077997695755
2.5,-0.4,0.11107546010223586
2.5,0,0.1192295425601429
2.5,0.4,0.12699623749115913
2.6000000000000005,-0.4,0.1024050965957411
2.6000000000000005,0,0.11022230100226707
2.6000000000000005,0.4,0.1176273559033704
2.7,-0.4,0.09280154804081188
2.7,0,0.10033147302468734
2.7,0.4,0.10739485586151604
2.8000000000000003,-0.4,0.08098784874667991
2.8000000000000003,0,0.088339439076205
2.8000000000000003,0.4,0.0950772171197889
2.9000000000000004,-0.4,0.07533227093456982
2.9000000000000004,0,0.08269891766752577
2.9000000000000004,0.4,0.08912970458820435
3,-0.4,0.06897647103749083
3,0,0.07651642439899603
3,0.4,0.08265697886008433
3.1000000000000005,-0.4,0.06165192581270319
3.1000000000000005,0,0.06939341199055109
3.1000000000000005,0.4,0.07525991964044146
3.2,-0.4,0.05469154379190984
3.2,0,0.0627066578387164
3.2,0.4,0.06831444965782332
3.3000000000000003,-0.4,0.050327801310730225
3.3000000000000003,0,0.05872149183641007
3.3000000000000003,0.4,0.06408441779739019
3.4000000000000004,-0.4,0.04458530144977481
3.4000000000000004,0,0.05347188480367099
3.4000000000000004,0.4,0.05860313622754606
3.5,-0.4,0.03971293898367528
3.5,0,0.04915800871010263
3.5,0.4,0.05407121157590455
3.6000000000000005,-0.4,0.037515284096631095
3.6000000000000005,0,0.047493450163727774
3.6000000000000005,0.4,0.0522004894250625
3.7,-0.4,0.032891214118992707
3.7,0,0.043349919147597275
3.7,0.4,0.0478620067625929
3.8000000000000003,-0.4,0.030786110402513577
3.8000000000000003,0,0.04166489018216936
3.8000000000000003,0.4,0.04599249604078619
3.9000000000000004,-0.4,0.02635236625661439
3.9000000000000004,0,0.037567991020596894
3.9000000000000004,0.4,0.041722572789689986
4,-0.4,0.022846349937358353
4,0,0.03433557471834275
4,0.4,0.03832820290131697
4.1000000000000005,-0.4,0.0209137411515344
4.1000000000000005,0,0.03260379873567474
4.1000000000000005,0.4,0.03644456407767004
4.2,-0.4,0.01750047984867393
4.2,0,0.02932552527016971
4.2,0.4,0.03302648129099173
4.3,-0.4,0.017195450426249412
4.3,0,0.029088669987141248
4.3,0.4,0.03266782746979183
4.4,-0.4,0.014337757577429139
4.4,0,0.02623124755269373
4.4,0.4,0.0297153459613761
4.500000000000001,-0.4,0.012910850470780187
4.500000000000001,0,0.024731828259097935
4.500000000000001,0.4,0.028158052476545264
4.6000000000000005,-0.4,0.010532390557389734
4.6000000000000005,0,0.02222499663626219
4.6000000000000005,0.4,0.025617016566187187
