% Model,COMSOL_Inductor32_Magnet3x4_Design7.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 11 2025, 10:27"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-3.85,-4.0766503658359876E-4
0,0,-0.2921291888495518
0,3.85,-0.3740749068080396
0.25,-3.85,0.00755995348046154
0.25,0,-0.2781188296656643
0.25,3.85,-0.3459482876676888
0.5,-3.85,0.013649779425651732
0.5,0,-0.24488747940673214
0.5,3.85,-0.3008174408342265
0.75,-3.85,0.010340262539951087
0.75,0,-0.22899697991132997
0.75,3.85,-0.2782904295756447
1,-3.85,0.001055350600541502
1,0,-0.21769845961071993
1,3.85,-0.26282014448985175
1.25,-3.85,-0.001441150663480363
1.25,0,-0.19641857268974536
1.25,3.85,-0.23755053525143488
1.5,-3.85,-0.005768288492298629
1.5,0,-0.17234342980621628
1.5,3.85,-0.21068343611011253
1.75,-3.85,-0.010039535312544895
1.75,0,-0.14107042935438754
1.75,3.85,-0.17620293854609154
2,-3.85,-0.0024367429544599577
2,0,-0.09165779718308859
2,3.85,-0.12246466151999566
2.2500000000000004,-3.85,-0.010628925817697732
2.2500000000000004,0,-0.060020889745951815
2.2500000000000004,3.85,-0.08563681805425213
2.5,-3.85,-0.0075476913404495145
2.5,0,-0.02617978249274347
2.5,3.85,-0.04868427764548132
2.75,-3.85,-0.011536321896929418
2.75,0,-0.010807093371388353
2.75,3.85,-0.03959815106336187
3,-3.85,-0.01329957312898096
3,0,-0.005290621030127238
3,3.85,-0.038463823511329424
3.2500000000000004,-3.85,-0.013404543320301082
3.2500000000000004,0,-0.0029765025983318396
3.2500000000000004,3.85,-0.03557651142575517
3.5,-3.85,-0.016016221850847084
3.5,0,-0.0041139043319786545
3.5,3.85,-0.035419199243701294
3.75,-3.85,-0.01610470894482222
3.75,0,-0.003027354323551648
3.75,3.85,-0.03297492741857491
4,-3.85,-0.022506520704412725
4,0,-0.008022338638271564
4,3.85,-0.03721441381375601
4.25,-3.85,-0.024898187364236407
4.25,0,-0.010067804010640294
4.25,3.85,-0.03750406833185675
4.500000000000001,-3.85,-0.04708410755834917
4.500000000000001,0,-0.031474219116684105
4.500000000000001,3.85,-0.05798799571384847
4.75,-3.85,-0.044000558872485565
4.75,0,-0.02734236149157966
4.75,3.85,-0.0535150869168453
5,-3.85,-0.07800126917468789
5,0,-0.060740696245030576
5,3.85,-0.0861346566112949
5.25,-3.85,-0.09326589059403406
5.25,0,-0.07537817715043857
5.25,3.85,-0.10023981367375759
5.5,-3.85,-0.12299829673965801
5.5,0,-0.10509291079086526
5.5,3.85,-0.1288454916987118
5.75,-3.85,-0.15666764273568567
5.75,0,-0.1379051266330181
5.75,3.85,-0.1615641163876632
6,-3.85,-0.16637714161265824
6,0,-0.14718324281316555
6,3.85,-0.1704062041367121
