% Model,COMSOL_Inductor32_Magnet3x4_Design2.mph
% Version,COMSOL 6.2.0.290
% Date,"Apr 9 2025, 18:30"
% Table,Table 1 - Global Evaluation 1
% Position (mm),Current (A),"Electromagnetic force, z component (N)"
0,-3.85,0.14002153420912816
0,0,-0.9031178567097896
0,3.85,-1.3337614049906765
0.25,-3.85,-0.36355057563622284
0.25,0,-1.4297978417113266
0.25,3.85,-1.8246505410618055
0.5,-3.85,-0.14199984891536035
0.5,0,-1.0698244681080638
0.5,3.85,-1.3641389171869664
0.75,-3.85,-0.02258058843320454
0.75,0,-0.8067170139959667
0.75,3.85,-1.0045591176284774
1,-3.85,0.03912204016922438
1,0,-0.5951353996367712
1,3.85,-0.7406683771779081
1.25,-3.85,0.06651082247591303
1.25,0,-0.41780667875276845
1.25,3.85,-0.5462643904736733
1.5,-3.85,0.07612692416966577
1.5,0,-0.28706267998043067
1.5,3.85,-0.4052935635444857
1.75,-3.85,0.07591428453785781
1.75,0,-0.19694357698015405
1.75,3.85,-0.3080348053693833
2,-3.85,0.07257177815325783
2,0,-0.13379820498889103
2,3.85,-0.2382787464992013
2.2500000000000004,-3.85,0.06542745511021433
2.2500000000000004,0,-0.09141239800316331
2.2500000000000004,3.85,-0.18843703258269429
2.5,-3.85,0.05992157531947423
2.5,0,-0.06071583270525707
2.5,3.85,-0.14916747852955384
2.75,-3.85,0.05187080181897738
2.75,0,-0.04190723535281635
2.75,3.85,-0.12100974261172412
3,-3.85,0.04634610769950148
3,0,-0.027520158931194028
3,3.85,-0.09699319571155518
3.2500000000000004,-3.85,0.04186349158156358
3.2500000000000004,0,-0.017036264736859458
3.2500000000000004,3.85,-0.0770010749116731
3.5,-3.85,0.0369746550785911
3.5,0,-0.010829886803271932
3.5,3.85,-0.061787805980107885
3.75,-3.85,0.03499198423366917
3.75,0,-0.004233288620574205
3.75,3.85,-0.04679084697264055
4,-3.85,0.03051268404629634
4,0,-0.0018261335595814165
4,3.85,-0.036998572873921665
4.25,-3.85,0.027296431374365493
4.25,0,0.001260093204911883
4.25,3.85,-0.027946961113819557
4.500000000000001,-3.85,0.020976251120308986
4.500000000000001,0,0.0016805661881123535
4.500000000000001,3.85,-0.023589385530669332
4.75,-3.85,0.015286653912590431
4.75,0,0.0027766794815343165
4.75,3.85,-0.020557863296193857
5,-3.85,0.011237677252540934
5,0,0.003997198367762328
5,3.85,-0.01821068119453728
5.25,-3.85,0.009185454646817581
5.25,0,0.004842099613906609
5.25,3.85,-0.015751480786114047
5.5,-3.85,0.009489250776374025
5.5,0,0.0064386097487988125
5.5,3.85,-0.012016510160330895
5.75,-3.85,0.008916291711957347
5.75,0,0.00640304828569177
5.75,3.85,-0.009846233858062908
6,-3.85,0.00891572805897653
6,0,0.006703985490121911
6,3.85,-0.0075106756609505665
