% Model,EM_Reluctance.mph
% Version,COMSOL 6.2.0.290
% Date,"Aug 26 2024, 10:59"
% Table,Table 1 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.08,-0.13,0,1.0115186229902423E-4
0.08,-0.13,0.13,-5.187411414666047E-4
0.08,0,-0.13,-6.74979155274331E-4
0.08,0,0,0
0.08,0,0.13,-6.749791552001823E-4
0.08,0.13,-0.13,-5.187411413309097E-4
0.08,0.13,0,1.0115186230579625E-4
0.08,0.13,0.13,-6.289207232324852E-4
0.085,-0.13,-0.13,-5.867325644136161E-4
0.085,-0.13,0,1.0180532600723957E-4
0.085,-0.13,0.13,-4.758384798261675E-4
0.085,0,-0.13,-6.330881941593535E-4
0.085,0,0,0
0.085,0,0.13,-6.330881940413928E-4
0.085,0.13,-0.13,-4.758384796195558E-4
0.085,0.13,0,1.0180532600730445E-4
0.085,0.13,0.13,-5.867325643742703E-4
0.09,-0.13,-0.13,-5.23354551586907E-4
0.09,-0.13,0,1.0520148176993208E-4
0.09,-0.13,0.13,-4.260085413617001E-4
0.09,0,-0.13,-5.798801960949867E-4
0.09,0,0,0
0.09,0,0.13,-5.798801959830473E-4
0.09,0.13,-0.13,-4.26008541580458E-4
0.09,0.13,0,1.0520148177349168E-4
0.09,0.13,0.13,-5.233545517506933E-4
0.095,-0.13,-0.13,-4.927532863292503E-4
0.095,-0.13,0,1.0970497148591349E-4
0.095,-0.13,0.13,-4.00130752901374E-4
0.095,0,-0.13,-5.561446343018684E-4
0.095,0,0,0
0.095,0,0.13,-5.56144634320772E-4
0.095,0.13,-0.13,-4.0013075253407727E-4
0.095,0.13,0,1.097049715228429E-4
0.095,0.13,0.13,-4.927532862980263E-4
0.1,-0.13,-0.13,-4.249819061978318E-4
0.1,-0.13,0,1.1578170470806799E-4
0.1,-0.13,0.13,-3.507275896399866E-4
0.1,0,-0.13,-5.036355830384757E-4
0.1,0,0,0
0.1,0,0.13,-5.036355831772119E-4
0.1,0.13,-0.13,-3.507275896399865E-4
0.1,0.13,0,1.1578170470711934E-4
0.1,0.13,0.13,-4.2498190636643373E-4
0.105,-0.13,-0.13,-3.9341907149311784E-4
0.105,-0.13,0,1.1605644751339849E-4
0.105,-0.13,0.13,-3.1868605201439365E-4
0.105,0,-0.13,-4.721060877018161E-4
0.105,0,0,0
0.105,0,0.13,-4.7210608775800184E-4
0.105,0.13,-0.13,-3.1868605219813643E-4
0.105,0.13,0,1.1605644751820434E-4
0.105,0.13,0.13,-3.934190716297686E-4
0.11,-0.13,-0.13,-3.7207386716685796E-4
0.11,-0.13,0,1.2340257767489446E-4
0.11,-0.13,0.13,-3.0120699346211275E-4
0.11,0,-0.13,-4.6003922807345555E-4
0.11,0,0,0
0.11,0,0.13,-4.600392281044773E-4
0.11,0.13,-0.13,-3.0120699359998396E-4
0.11,0.13,0,1.2340257787685327E-4
0.11,0.13,0.13,-3.720738673019542E-4
0.115,-0.13,-0.13,-2.979293538000553E-4
0.115,-0.13,0,1.33592434769083E-4
0.115,-0.13,0.13,-2.5022424025385854E-4
0.115,0,-0.13,-4.076674509610484E-4
0.115,0,0,0
0.115,0,0.13,-4.076674516567153E-4
0.115,0.13,-0.13,-2.5022423999589627E-4
0.115,0.13,0,1.3359243479124365E-4
0.115,0.13,0.13,-2.979293544147777E-4
0.12,-0.13,-0.13,-2.9676124473467696E-4
0.12,-0.13,0,1.4022285212343124E-4
0.12,-0.13,0.13,-2.4362680075382226E-4
0.12,0,-0.13,-4.1041590032402835E-4
0.12,0,0,0
0.12,0,0.13,-4.1041590031665984E-4
0.12,0.13,-0.13,-2.4362680071603416E-4
0.12,0.13,0,1.4022285209394484E-4
0.12,0.13,0.13,-2.967612447268381E-4
0.125,-0.13,-0.13,-2.572714321404018E-4
0.125,-0.13,0,1.4605821083796627E-4
0.125,-0.13,0.13,-2.123502194390126E-4
0.125,0,-0.13,-3.8086402422784046E-4
0.125,0,0,0
0.125,0,0.13,-3.808640241708335E-4
0.125,0.13,-0.13,-2.123502194930728E-4
0.125,0.13,0,1.460582108422402E-4
0.125,0.13,0.13,-2.572714322644302E-4
0.13,-0.13,-0.13,-2.2978575882083222E-4
0.13,-0.13,0,1.5574594670963033E-4
0.13,-0.13,0.13,-1.9037863342846414E-4
0.13,0,-0.13,-3.6582380057289355E-4
0.13,0,0,0
0.13,0,0.13,-3.6582380052226684E-4
0.13,0.13,-0.13,-1.9037863297391102E-4
0.13,0.13,0,1.5574594666658992E-4
0.13,0.13,0.13,-2.2978575846283226E-4
0.135,-0.13,-0.13,-1.9030756102600744E-4
0.135,-0.13,0,1.588644199443014E-4
0.135,-0.13,0.13,-1.603003685835723E-4
0.135,0,-0.13,-3.341665431958573E-4
0.135,0,0,0
0.135,0,0.13,-3.3416654311666324E-4
0.135,0.13,-0.13,-1.6030036856682075E-4
0.135,0.13,0,1.5886441994137653E-4
0.135,0.13,0.13,-1.9030756149035033E-4
0.14,-0.13,-0.13,-1.749823416527062E-4
0.14,-0.13,0,1.6747787923012558E-4
0.14,-0.13,0.13,-1.4539444980275415E-4
0.14,0,-0.13,-3.276681165232665E-4
0.14,0,0,0
0.14,0,0.13,-3.2766811652591964E-4
0.14,0.13,-0.13,-1.4539444976899754E-4
0.14,0.13,0,1.6747787923233778E-4
0.14,0.13,0.13,-1.7498234164672582E-4
0.145,-0.13,-0.13,-1.53951214418622E-4
0.145,-0.13,0,1.7633126694478193E-4
0.145,-0.13,0.13,-1.264849361364413E-4
0.145,0,-0.13,-3.1654717180256255E-4
0.145,0,0,0
0.145,0,0.13,-3.165471719606284E-4
0.145,0.13,-0.13,-1.2648493613557537E-4
0.145,0.13,0,1.763312669452673E-4
0.145,0.13,0.13,-1.5395121443606492E-4
0.15,-0.13,-0.13,-1.2735447947574027E-4
0.15,-0.13,0,1.8540503574483554E-4
0.15,-0.13,0.13,-1.0139224031015739E-4
0.15,0,-0.13,-2.9978104878213203E-4
0.15,0,0,0
0.15,0,0.13,-2.997810487814054E-4
0.15,0.13,-0.13,-1.0139224029340614E-4
0.15,0.13,0,1.85405035764909E-4
0.15,0.13,0.13,-1.2735447947717112E-4
0.155,-0.13,-0.13,-9.702013214852364E-5
0.155,-0.13,0,1.8947838903845177E-4
0.155,-0.13,0.13,-7.948589457050832E-5
0.155,0,-0.13,-2.777298221868065E-4
0.155,0,0,0
0.155,0,0.13,-2.777298221466906E-4
0.155,0.13,-0.13,-7.948589451118047E-5
0.155,0.13,0,1.8947838922159758E-4
0.155,0.13,0.13,-9.702013217774752E-5
0.16,-0.13,-0.13,-5.586027720829234E-5
0.16,-0.13,0,2.0591433328853893E-4
0.16,-0.13,0.13,-4.955053542319082E-5
0.16,0,-0.13,-2.586170940905429E-4
0.16,0,0,0
0.16,0,0.13,-2.586170925508066E-4
0.16,0.13,-0.13,-4.9550535300720185E-5
0.16,0.13,0,2.0591433328977048E-4
0.16,0.13,0.13,-5.586027720164453E-5
0.165,-0.13,-0.13,-2.9820455021273734E-5
0.165,-0.13,0,2.134719498319402E-4
0.165,-0.13,0.13,-3.084606532502345E-5
0.165,0,-0.13,-2.4380004330254465E-4
0.165,0,0,0
0.165,0,0.13,-2.4380004335126045E-4
0.165,0.13,-0.13,-3.084606524807342E-5
0.165,0.13,0,2.1347194983652282E-4
0.165,0.13,0.13,-2.9820455210649756E-5
0.17,-0.13,-0.13,-1.3741929986229304E-5
0.17,-0.13,0,2.2771813788474972E-4
0.17,-0.13,0.13,-1.3216240499299922E-5
0.17,0,-0.13,-2.4120015985126174E-4
0.17,0,0,0
0.17,0,0.13,-2.4120015984448542E-4
0.17,0.13,-0.13,-1.3216240383540876E-5
0.17,0.13,0,2.2771813780133793E-4
0.17,0.13,0.13,-1.3741930102576747E-5
0.17500000000000002,-0.13,-0.13,-2.8897030066119683E-6
0.17500000000000002,-0.13,0,2.3022379426457316E-4
0.17500000000000002,-0.13,0.13,-1.8218894902601154E-6
0.17500000000000002,0,-0.13,-2.3258110070827206E-4
0.17500000000000002,0,0,0
0.17500000000000002,0,0.13,-2.3258110071230345E-4
0.17500000000000002,0.13,-0.13,-1.8218897642646216E-6
0.17500000000000002,0.13,0,2.3022379422483813E-4
0.17500000000000002,0.13,0.13,-2.889703196396219E-6
0.18,-0.13,-0.13,4.673891861512453E-5
0.18,-0.13,0,2.537236200751488E-4
0.18,-0.13,0.13,3.074101887436104E-5
0.18,0,-0.13,-2.1498551840307608E-4
0.18,0,0,0
0.18,0,0.13,-2.1498551844220036E-4
0.18,0.13,-0.13,3.074101887608167E-5
0.18,0.13,0,2.537236199689199E-4
0.18,0.13,0.13,4.673891795957001E-5
0.185,-0.13,-0.13,3.86356308452309E-5
0.185,-0.13,0,2.5340329515571104E-4
0.185,-0.13,0.13,3.4335151534803046E-5
0.185,0,-0.13,-2.1691955721980368E-4
0.185,0,0,0
0.185,0,0.13,-2.1691955736606055E-4
0.185,0.13,-0.13,3.43351515357273E-5
0.185,0.13,0,2.534032951446387E-4
0.185,0.13,0.13,3.863563095624989E-5
0.19,-0.13,-0.13,7.651097678834705E-5
0.19,-0.13,0,2.7021618620088575E-4
0.19,-0.13,0.13,6.233298667053243E-5
0.19,0,-0.13,-2.0079208921790516E-4
0.19,0,0,0
0.19,0,0.13,-2.0079208922599263E-4
0.19,0.13,-0.13,6.233298451283135E-5
0.19,0.13,0,2.702161861673767E-4
0.19,0.13,0.13,7.651097819619973E-5
0.195,-0.13,-0.13,9.673436412553613E-5
0.195,-0.13,0,2.846954448702657E-4
0.195,-0.13,0.13,8.13194822872219E-5
0.195,0,-0.13,-1.9567085150761404E-4
0.195,0,0,0
0.195,0,0.13,-1.956708514978478E-4
0.195,0.13,-0.13,8.131948255896365E-5
0.195,0.13,0,2.8469544491155265E-4
0.195,0.13,0.13,9.673436419916896E-5
0.2,-0.13,-0.13,1.1793465575098526E-4
0.2,-0.13,0,3.0556437735511995E-4
0.2,-0.13,0.13,1.012536911864559E-4
0.2,0,-0.13,-1.959731784225984E-4
0.2,0,0,0
0.2,0,0.13,-1.9597317844821085E-4
0.2,0.13,-0.13,1.0125369126560388E-4
0.2,0.13,0,3.0556437720663765E-4
0.2,0.13,0.13,1.1793465568655847E-4
0.20500000000000002,-0.13,-0.13,1.5575407242000524E-4
0.20500000000000002,-0.13,0,3.148927356266781E-4
0.20500000000000002,-0.13,0.13,1.2829149159802007E-4
0.20500000000000002,0,-0.13,-1.7287355735760043E-4
0.20500000000000002,0,0,0
0.20500000000000002,0,0.13,-1.7287355751512788E-4
0.20500000000000002,0.13,-0.13,1.2829149159006276E-4
0.20500000000000002,0.13,0,3.148927356721835E-4
0.20500000000000002,0.13,0.13,1.557540724199998E-4
0.21,-0.13,-0.13,1.730735089945649E-4
0.21,-0.13,0,3.2560769956665797E-4
0.21,-0.13,0.13,1.4363641955642375E-4
0.21,0,-0.13,-1.672545439036333E-4
0.21,0,0,0
0.21,0,0.13,-1.672545441677229E-4
0.21,0.13,-0.13,1.4363641967760318E-4
0.21,0.13,0,3.2560769949818724E-4
0.21,0.13,0.13,1.7307350899022528E-4
0.215,-0.13,-0.13,1.8037822162186368E-4
0.215,-0.13,0,3.300947897409598E-4
0.215,-0.13,0.13,1.5537145599818023E-4
0.215,0,-0.13,-1.6221700923513377E-4
0.215,0,0,0
0.215,0,0.13,-1.622170089232234E-4
0.215,0.13,-0.13,1.553714561825956E-4
0.215,0.13,0,3.3009478969285767E-4
0.215,0.13,0.13,1.8037822114385028E-4
0.22,-0.13,-0.13,2.456641673740224E-4
0.22,-0.13,0,3.7840099321462896E-4
0.22,-0.13,0.13,1.9891365355736312E-4
0.22,0,-0.13,-1.5611613039383357E-4
0.22,0,0,0
0.22,0,0.13,-1.5611613041526835E-4
0.22,0.13,-0.13,1.9891365377272825E-4
0.22,0.13,0,3.784009928092117E-4
0.22,0.13,0.13,2.45664167057053E-4
0.225,-0.13,-0.13,2.6601717838411326E-4
0.225,-0.13,0,3.9028105187678675E-4
0.225,-0.13,0.13,2.2031107667594717E-4
0.225,0,-0.13,-1.47114171407364E-4
0.225,0,0,0
0.225,0,0.13,-1.4711417140078514E-4
0.225,0.13,-0.13,2.2031107666607992E-4
0.225,0.13,0,3.90281051876787E-4
0.225,0.13,0.13,2.660171783890875E-4
0.23,-0.13,-0.13,2.906042673403151E-4
0.23,-0.13,0,4.121995264549586E-4
0.23,-0.13,0.13,2.4171305432395783E-4
0.23,0,-0.13,-1.4604540387733137E-4
0.23,0,0,0
0.23,0,0.13,-1.460454038221794E-4
0.23,0.13,-0.13,2.4171305400336738E-4
0.23,0.13,0,4.121995264571452E-4
0.23,0.13,0.13,2.906042668577432E-4
0.23500000000000001,-0.13,-0.13,2.9369193843296226E-4
0.23500000000000001,-0.13,0,4.062625305433698E-4
0.23500000000000001,-0.13,0.13,2.4973499664184906E-4
0.23500000000000001,0,-0.13,-1.3455184498212236E-4
0.23500000000000001,0,0,0
0.23500000000000001,0,0.13,-1.34551845194698E-4
0.23500000000000001,0.13,-0.13,2.49734996752326E-4
0.23500000000000001,0.13,0,4.0626253046264506E-4
0.23500000000000001,0.13,0.13,2.9369193813338034E-4
0.24,-0.13,-0.13,3.5323501600459557E-4
0.24,-0.13,0,4.4795225966682114E-4
0.24,-0.13,0.13,2.926826110161181E-4
0.24,0,-0.13,-1.249947186838874E-4
0.24,0,0,0
0.24,0,0.13,-1.249947186811108E-4
0.24,0.13,-0.13,2.926826110849383E-4
0.24,0.13,0,4.47952259666821E-4
0.24,0.13,0.13,3.532350160216428E-4
0.245,-0.13,-0.13,3.823563765168958E-4
0.245,-0.13,0,4.790257391452719E-4
0.245,-0.13,0.13,3.227109370484094E-4
0.245,0,-0.13,-1.2649484920945303E-4
0.245,0,0,0
0.245,0,0.13,-1.2649484924245205E-4
0.245,0.13,-0.13,3.227109369736648E-4
0.245,0.13,0,4.790257391456866E-4
0.245,0.13,0.13,3.823563765280813E-4
0.25,-0.13,-0.13,4.13568621874331E-4
0.25,-0.13,0,4.963349599730899E-4
0.25,-0.13,0.13,3.4543002150035285E-4
0.25,0,-0.13,-1.168386810252365E-4
0.25,0,0,0
0.25,0,0.13,-1.168386812150234E-4
0.25,0.13,-0.13,3.4543002177020855E-4
0.25,0.13,0,4.963349599736564E-4
0.25,0.13,0.13,4.135686220441173E-4
0.255,-0.13,-0.13,4.7253614143889273E-4
0.255,-0.13,0,5.365067540487549E-4
0.255,-0.13,0.13,3.851909118014167E-4
0.255,0,-0.13,-1.0764539230714841E-4
0.255,0,0,0
0.255,0,0.13,-1.0764539227911803E-4
0.255,0.13,-0.13,3.851909119558449E-4
0.255,0.13,0,5.365067540435258E-4
0.255,0.13,0.13,4.725361410949598E-4
0.26,-0.13,-0.13,5.429443268160629E-4
0.26,-0.13,0,5.988390669744023E-4
0.26,-0.13,0.13,4.3780891148497575E-4
0.26,0,-0.13,-1.0846430270424676E-4
0.26,0,0,0
0.26,0,0.13,-1.0846430270992536E-4
0.26,0.13,-0.13,4.378089114694544E-4
0.26,0.13,0,5.988390669861511E-4
0.26,0.13,0.13,5.429443267704277E-4
0.265,-0.13,-0.13,5.577851632002091E-4
0.265,-0.13,0,6.063620009068297E-4
0.265,-0.13,0.13,4.578572915491817E-4
0.265,0,-0.13,-9.854582994575038E-5
0.265,0,0,0
0.265,0,0.13,-9.854582993176936E-5
0.265,0.13,-0.13,4.5785729141896626E-4
0.265,0.13,0,6.063620008690532E-4
0.265,0.13,0.13,5.577851632002023E-4
0.27,-0.13,-0.13,6.317924081005186E-4
0.27,-0.13,0,6.703949136423569E-4
0.27,-0.13,0.13,5.149917103752788E-4
0.27,0,-0.13,-9.700900420995414E-5
0.27,0,0,0
0.27,0,0.13,-9.700900427982521E-5
0.27,0.13,-0.13,5.149917104501168E-4
0.27,0.13,0,6.703949136285107E-4
0.27,0.13,0.13,6.317924080627619E-4
0.275,-0.13,-0.13,6.95909395965466E-4
0.275,-0.13,0,7.244085679073614E-4
0.275,-0.13,0.13,5.682412673486635E-4
0.275,0,-0.13,-9.232896665486584E-5
0.275,0,0,0
0.275,0,0.13,-9.23289666661575E-5
0.275,0.13,-0.13,5.682412673805381E-4
0.275,0.13,0,7.244085678584145E-4
0.275,0.13,0.13,6.959093958172919E-4
0.28,-0.13,-0.13,7.435472678465305E-4
0.28,-0.13,0,7.623733644519906E-4
0.28,-0.13,0.13,6.071434316142368E-4
0.28,0,-0.13,-8.703094395178348E-5
0.28,0,0,0
0.28,0,0.13,-8.703094396492057E-5
0.28,0.13,-0.13,6.071434314244295E-4
0.28,0.13,0,7.623733645391796E-4
0.28,0.13,0.13,7.435472676694578E-4
0.28500000000000003,-0.13,-0.13,8.260829328916005E-4
0.28500000000000003,-0.13,0,8.381156664221373E-4
0.28500000000000003,-0.13,0.13,6.798808192592277E-4
0.28500000000000003,0,-0.13,-8.513812990485525E-5
0.28500000000000003,0,0,0
0.28500000000000003,0,0.13,-8.513812999308234E-5
0.28500000000000003,0.13,-0.13,6.798808192592294E-4
0.28500000000000003,0.13,0,8.381156664446798E-4
0.28500000000000003,0.13,0.13,8.260829326948926E-4
0.29,-0.13,-0.13,8.926634885367074E-4
0.29,-0.13,0,8.895833534568481E-4
0.29,-0.13,0.13,7.292941093563662E-4
0.29,0,-0.13,-7.860939310336168E-5
0.29,0,0,0
0.29,0,0.13,-7.860939306524887E-5
0.29,0.13,-0.13,7.292941092257796E-4
0.29,0.13,0,8.895833532233299E-4
0.29,0.13,0.13,8.926634890297666E-4
0.295,-0.13,-0.13,9.850770564764778E-4
0.295,-0.13,0,9.77437514748106E-4
0.295,-0.13,0.13,8.082602778520917E-4
0.295,0,-0.13,-8.07688312932035E-5
0.295,0,0,0
0.295,0,0.13,-8.076883129320351E-5
0.295,0.13,-0.13,8.082602780113129E-4
0.295,0.13,0,9.774375147013352E-4
0.295,0.13,0.13,9.85077056463457E-4
0.3,-0.13,-0.13,0.0010746208546701449
0.3,-0.13,0,0.0010604606201185885
0.3,-0.13,0.13,8.879255581121218E-4
0.3,0,-0.13,-7.918831633442201E-5
0.3,0,0,0
0.3,0,0.13,-7.918831633454345E-5
0.3,0.13,-0.13,8.879255581443012E-4
0.3,0.13,0,0.0010604606202107784
0.3,0.13,0.13,0.0010746208545680165
0.305,-0.13,-0.13,0.0011806938610595674
0.305,-0.13,0,0.0011517370462485615
0.305,-0.13,0.13,9.735925496671327E-4
0.305,0,-0.13,-7.459357758536798E-5
0.305,0,0,0
0.305,0,0.13,-7.459357758458172E-5
0.305,0.13,-0.13,9.735925496695954E-4
0.305,0.13,0,0.0011517370462672902
0.305,0.13,0.13,0.001180693860234394
0.31,-0.13,-0.13,0.0013077879438090014
0.31,-0.13,0,0.0012573371167699987
0.31,-0.13,0.13,0.00107309167418906
0.31,0,-0.13,-6.689683241037936E-5
0.31,0,0,0
0.31,0,0.13,-6.689683242100317E-5
0.31,0.13,-0.13,0.0010730916742070504
0.31,0.13,0,0.0012573371167843004
0.31,0.13,0.13,0.0013077879436008543
0.315,-0.13,-0.13,0.0014901019311814269
0.315,-0.13,0,0.0014176712684226345
0.315,-0.13,0.13,0.0012159924377041957
0.315,0,-0.13,-6.462522634482535E-5
0.315,0,0,0
0.315,0,0.13,-6.462522633939694E-5
0.315,0.13,-0.13,0.0012159924379486538
0.315,0.13,0,0.0014176712675703146
0.315,0.13,0.13,0.0014901019304015958
0.32,-0.13,-0.13,0.001614009105759232
0.32,-0.13,0,0.0015352509234292677
0.32,-0.13,0.13,0.0013317056580563755
0.32,0,-0.13,-6.239497893044383E-5
0.32,0,0,0
0.32,0,0.13,-6.239497893101595E-5
0.32,0.13,-0.13,0.0013317056589581156
0.32,0.13,0,0.0015352509237386094
0.32,0.13,0.13,0.001614009106405609
0.325,-0.13,-0.13,0.0018076766075080426
0.325,-0.13,0,0.0017107698777441161
0.325,-0.13,0.13,0.001489018451984711
0.325,0,-0.13,-6.242298974102128E-5
0.325,0,0,0
0.325,0,0.13,-6.242298974644141E-5
0.325,0.13,-0.13,0.0014890184513027054
0.325,0.13,0,0.0017107698777179057
0.325,0.13,0.13,0.0018076766106828557
0.33,-0.13,-0.13,0.0020183699516104635
0.33,-0.13,0,0.0018967677047150241
0.33,-0.13,0.13,0.0016589985596831638
0.33,0,-0.13,-5.80846485919192E-5
0.33,0,0,0
0.33,0,0.13,-5.808464846788496E-5
0.33,0.13,-0.13,0.001658998559547111
0.33,0.13,0,0.0018967677017598496
0.33,0.13,0.13,0.002018369950646027
0.335,-0.13,-0.13,0.0023156927920366006
0.335,-0.13,0,0.0021696513969018537
0.335,-0.13,0.13,0.0019120790761666135
0.335,0,-0.13,-5.577041412444246E-5
0.335,0,0,0
0.335,0,0.13,-5.57704141375129E-5
0.335,0.13,-0.13,0.0019120790750554782
0.335,0.13,0,0.0021696513958251243
0.335,0.13,0.13,0.0023156927916439924
0.34,-0.13,-0.13,0.0026929909420354086
0.34,-0.13,0,0.0025178148389773543
0.34,-0.13,0.13,0.0022284468689795973
0.34,0,-0.13,-5.7099334843615254E-5
0.34,0,0,0
0.34,0,0.13,-5.709933488890812E-5
0.34,0.13,-0.13,0.0022284468687657068
0.34,0.13,0,0.002517814839257443
0.34,0.13,0.13,0.002692990942034152
0.34500000000000003,-0.13,-0.13,0.003199249563755303
