% Model,EM_Reluctance.mph
% Version,COMSOL 6.2.0.290
% Date,"Aug 27 2024, 15:02"
% Table,Table 1 - Global Evaluation 1
% Gap,Current1,Current2,mf.Forcez_MagnetForce1+mf.Forcez_MagnetForce2 (N)
0.33,0.13,0.13,0.0014405454694753055
0.335,-0.13,-0.13,0.0016237281684328957
0.335,-0.13,0,0.0015272414905873714
0.335,-0.13,0.13,0.0013397835345224504
0.335,0,-0.13,-4.548598272273285E-5
0.335,0,0,0
0.335,0,0.13,-4.548598274654608E-5
0.335,0.13,-0.13,0.001339783534298058
0.335,0.13,0,0.001527241490945452
0.335,0.13,0.13,0.001623728168848092
0.34,-0.13,-0.13,0.0018483115957001086
0.34,-0.13,0,0.0017331338794921713
0.34,-0.13,0.13,0.0015266248679735336
0.34,0,-0.13,-4.5664670205600295E-5
0.34,0,0,0
0.34,0,0.13,-4.566467022946062E-5
0.34,0.13,-0.13,0.0015266248679464789
0.34,0.13,0,0.0017331338793352112
0.34,0.13,0.13,0.0018483115968623781
0.34500000000000003,-0.13,-0.13,0.002143067342898603
0.34500000000000003,-0.13,0,0.001993440317672327
0.34500000000000003,-0.13,0.13,0.0017626069665709551
0.34500000000000003,0,-0.13,-4.060159203365637E-5
0.34500000000000003,0,0,0
0.34500000000000003,0,0.13,-4.0601592989114436E-5
0.34500000000000003,0.13,-0.13,0.001762606965962533
0.34500000000000003,0.13,0,0.001993440315404424
0.34500000000000003,0.13,0.13,0.002143067343022873
0.35000000000000003,-0.13,-0.13,-3.723659760357918E-4
0.35000000000000003,-0.13,0,-2.1422301205536963E-4
0.35000000000000003,-0.13,0.13,-1.5451698933298272E-4
0.35000000000000003,0,-0.13,-4.921844832848581E-5
0.35000000000000003,0,0,0
0.35000000000000003,0,0.13,-4.921844833179326E-5
0.35000000000000003,0.13,-0.13,-1.5451698929937516E-4
0.35000000000000003,0.13,0,-2.1422301200779443E-4
0.35000000000000003,0.13,0.13,-3.7236597588933857E-4
