Record Length,6250,Points,-49.96800423E-3,20.0000000,,Record Length,6250,Points,-49.96800423E-3,20.20000076,,Record Length,6250,Points,-49.96800423E-3,19.8000011,,Record Length,6250,Points,-49.96800423E-3,20.20000076,
Sample Interval,16.0000000E-6,s,-49.95200410E-3,20.39999962,,Sample Interval,16.0000000E-6,s,-49.95200410E-3,20.20000076,,Sample Interval,16.0000000E-6,s,-49.95200410E-3,20.20000076,,Sample Interval,16.0000000E-6,s,-49.95200410E-3,20.20000076,
Trigger Point,3.12300042E3,Samples,-49.93600398E-3,20.0000000,,Trigger Point,3.12300042E3,Samples,-49.93600398E-3,20.20000076,,Trigger Point,3.12300042E3,Samples,-49.93600398E-3,20.0000000,,Trigger Point,3.12300042E3,Samples,-49.93600398E-3,20.20000076,
,,,-49.92000386E-3,20.39999962,,,,,-49.92000386E-3,20.20000076,,,,,-49.92000386E-3,20.39999962,,,,,-49.92000386E-3,20.20000076,
,,,-49.90400374E-3,20.0000000,,,,,-49.90400374E-3,20.20000076,,,,,-49.90400374E-3,19.8000011,,,,,-49.90400374E-3,20.20000076,
,,,-49.88800362E-3,20.39999962,,,,,-49.88800362E-3,20.20000076,,,,,-49.88800362E-3,20.20000076,,,,,-49.88800362E-3,20.0000000,
Source,Glitch Capture CH1,,-49.87200350E-3,20.0000000,,Source,Sample CH1,,-49.87200350E-3,20.20000076,,Source,Glitch Capture CH2,,-49.87200350E-3,20.0000000,,Source,Sample CH2,,-49.87200350E-3,20.20000076,
Vertical Units,V,,-49.85600337E-3,20.39999962,,Vertical Units,V,,-49.85600337E-3,20.20000076,,Vertical Units,V,,-49.85600337E-3,20.20000076,,Vertical Units,V,,-49.85600337E-3,20.20000076,
Vertical Scale,5.00000007,,-49.84000325E-3,20.0000000,,Vertical Scale,5.00000007,,-49.84000325E-3,20.20000076,,Vertical Scale,5.00000007,,-49.84000325E-3,20.0000000,,Vertical Scale,5.00000007,,-49.84000325E-3,20.20000076,
Vertical Offset,0,,-49.82400313E-3,20.39999962,,Vertical Offset,0,,-49.82400313E-3,20.20000076,,Vertical Offset,0,,-49.82400313E-3,20.20000076,,Vertical Offset,0,,-49.82400313E-3,20.0000000,
Horizontal Units,s,,-49.80800301E-3,20.0000000,,Horizontal Units,s,,-49.80800301E-3,20.20000076,,Horizontal Units,s,,-49.80800301E-3,20.0000000,,Horizontal Units,s,,-49.80800301E-3,20.20000076,
Horizontal Scale,9.999999975E-3,,-49.79200289E-3,20.39999962,,Horizontal Scale,9.999999975E-3,,-49.79200289E-3,20.20000076,,Horizontal Scale,9.999999975E-3,,-49.79200289E-3,20.39999962,,Horizontal Scale,9.999999975E-3,,-49.79200289E-3,20.20000076,
Pt Fmt,Y,,-49.77600276E-3,20.0000000,,Pt Fmt,Y,,-49.77600276E-3,20.20000076,,Pt Fmt,Y,,-49.77600276E-3,20.0000000,,Pt Fmt,Y,,-49.77600276E-3,20.20000076,
Yzero,-4.00000000,,-49.76000264E-3,20.39999962,,Yzero,-4.00000000,,-49.76000264E-3,20.20000076,,Yzero,-4.00000000,,-49.76000264E-3,20.20000076,,Yzero,-4.00000000,,-49.76000264E-3,20.20000076,
Probe Atten,1.000000,,-49.74400252E-3,20.0000000,,Probe Atten,1.000000,,-49.74400252E-3,20.20000076,,Probe Atten,1.000000,,-49.74400252E-3,19.8000011,,Probe Atten,1.000000,,-49.74400252E-3,20.20000076,
,,,-49.72800240E-3,20.39999962,,,,,-49.72800240E-3,20.20000076,,,,,-49.72800240E-3,20.20000076,,,,,-49.72800240E-3,20.20000076,
Note,DPO2024 - 4:53:14 PM   3/18/2025,,-49.71200600E-3,20.0000000,,Note,DPO2024 - 4:53:14 PM   3/18/2025,,-49.71200600E-3,20.20000076,,Note,DPO2024 - 4:53:14 PM   3/18/2025,,-49.71200600E-3,19.8000011,,Note,DPO2024 - 4:53:14 PM   3/18/2025,,-49.71200600E-3,20.20000076,
,,,-49.69600588E-3,20.39999962,,,,,-49.69600588E-3,20.20000076,,,,,-49.69600588E-3,20.20000076,,,,,-49.69600588E-3,20.0000000,
,,,-49.68000576E-3,20.0000000,,,,,-49.68000576E-3,20.20000076,,,,,-49.68000576E-3,19.8000011,,,,,-49.68000576E-3,20.20000076,
,,,-49.66400564E-3,20.39999962,,,,,-49.66400564E-3,20.20000076,,,,,-49.66400564E-3,20.20000076,,,,,-49.66400564E-3,20.0000000,
,,,-49.64800552E-3,20.0000000,,,,,-49.64800552E-3,20.20000076,,,,,-49.64800552E-3,20.0000000,,,,,-49.64800552E-3,20.20000076,
,,,-49.63200539E-3,20.39999962,,,,,-49.63200539E-3,20.20000076,,,,,-49.63200539E-3,20.20000076,,,,,-49.63200539E-3,20.20000076,
,,,-49.61600527E-3,20.0000000,,,,,-49.61600527E-3,20.20000076,,,,,-49.61600527E-3,19.8000011,,,,,-49.61600527E-3,20.20000076,
,,,-49.60000515E-3,20.39999962,,,,,-49.60000515E-3,20.20000076,,,,,-49.60000515E-3,20.20000076,,,,,-49.60000515E-3,20.0000000,
,,,-49.58400503E-3,20.0000000,,,,,-49.58400503E-3,20.20000076,,,,,-49.58400503E-3,20.0000000,,,,,-49.58400503E-3,20.20000076,
,,,-49.56800491E-3,20.39999962,,,,,-49.56800491E-3,20.20000076,,,,,-49.56800491E-3,20.20000076,,,,,-49.56800491E-3,20.0000000,
,,,-49.55200478E-3,20.0000000,,,,,-49.55200478E-3,20.20000076,,,,,-49.55200478E-3,19.8000011,,,,,-49.55200478E-3,20.20000076,
,,,-49.53600466E-3,20.39999962,,,,,-49.53600466E-3,20.20000076,,,,,-49.53600466E-3,20.39999962,,,,,-49.53600466E-3,20.20000076,
,,,-49.52000454E-3,20.0000000,,,,,-49.52000454E-3,20.20000076,,,,,-49.52000454E-3,19.8000011,,,,,-49.52000454E-3,20.20000076,
,,,-49.50400442E-3,20.39999962,,,,,-49.50400442E-3,20.20000076,,,,,-49.50400442E-3,20.20000076,,,,,-49.50400442E-3,20.20000076,
,,,-49.48800430E-3,20.0000000,,,,,-49.48800430E-3,20.20000076,,,,,-49.48800430E-3,20.0000000,,,,,-49.48800430E-3,20.20000076,
,,,-49.47200418E-3,20.39999962,,,,,-49.47200418E-3,20.20000076,,,,,-49.47200418E-3,20.20000076,,,,,-49.47200418E-3,20.20000076,
,,,-49.45600405E-3,20.0000000,,,,,-49.45600405E-3,20.20000076,,,,,-49.45600405E-3,20.0000000,,,,,-49.45600405E-3,20.20000076,
,,,-49.44000393E-3,20.39999962,,,,,-49.44000393E-3,20.20000076,,,,,-49.44000393E-3,20.39999962,,,,,-49.44000393E-3,20.20000076,
,,,-49.42400381E-3,20.0000000,,,,,-49.42400381E-3,20.20000076,,,,,-49.42400381E-3,19.8000011,,,,,-49.42400381E-3,20.20000076,
,,,-49.40800369E-3,20.39999962,,,,,-49.40800369E-3,20.20000076,,,,,-49.40800369E-3,20.39999962,,,,,-49.40800369E-3,20.20000076,
,,,-49.39200357E-3,20.0000000,,,,,-49.39200357E-3,20.20000076,,,,,-49.39200357E-3,20.0000000,,,,,-49.39200357E-3,20.0000000,
,,,-49.37600344E-3,20.39999962,,,,,-49.37600344E-3,20.20000076,,,,,-49.37600344E-3,20.20000076,,,,,-49.37600344E-3,20.20000076,
,,,-49.36000332E-3,20.0000000,,,,,-49.36000332E-3,20.20000076,,,,,-49.36000332E-3,20.0000000,,,,,-49.36000332E-3,20.20000076,
,,,-49.34400320E-3,20.39999962,,,,,-49.34400320E-3,20.20000076,,,,,-49.34400320E-3,20.39999962,,,,,-49.34400320E-3,20.20000076,
,,,-49.32800308E-3,20.0000000,,,,,-49.32800308E-3,20.20000076,,,,,-49.32800308E-3,20.0000000,,,,,-49.32800308E-3,20.20000076,
,,,-49.31200296E-3,20.39999962,,,,,-49.31200296E-3,20.20000076,,,,,-49.31200296E-3,20.39999962,,,,,-49.31200296E-3,20.20000076,
,,,-49.29600284E-3,20.0000000,,,,,-49.29600284E-3,20.20000076,,,,,-49.29600284E-3,19.8000011,,,,,-49.29600284E-3,20.20000076,
,,,-49.28000271E-3,20.39999962,,,,,-49.28000271E-3,20.20000076,,,,,-49.28000271E-3,20.20000076,,,,,-49.28000271E-3,20.20000076,
,,,-49.26400259E-3,20.0000000,,,,,-49.26400259E-3,20.20000076,,,,,-49.26400259E-3,20.0000000,,,,,-49.26400259E-3,20.0000000,
,,,-49.24800247E-3,20.39999962,,,,,-49.24800247E-3,20.20000076,,,,,-49.24800247E-3,20.20000076,,,,,-49.24800247E-3,20.20000076,
,,,-49.23200607E-3,20.0000000,,,,,-49.23200607E-3,20.20000076,,,,,-49.23200607E-3,19.8000011,,,,,-49.23200607E-3,20.0000000,
,,,-49.21600595E-3,20.39999962,,,,,-49.21600595E-3,20.20000076,,,,,-49.21600595E-3,20.20000076,,,,,-49.21600595E-3,20.20000076,
,,,-49.20000583E-3,20.0000000,,,,,-49.20000583E-3,20.0000000,,,,,-49.20000583E-3,19.8000011,,,,,-49.20000583E-3,20.20000076,
,,,-49.18400571E-3,20.39999962,,,,,-49.18400571E-3,20.20000076,,,,,-49.18400571E-3,20.20000076,,,,,-49.18400571E-3,20.20000076,
,,,-49.16800559E-3,20.0000000,,,,,-49.16800559E-3,20.20000076,,,,,-49.16800559E-3,19.8000011,,,,,-49.16800559E-3,20.0000000,
,,,-49.15200546E-3,20.39999962,,,,,-49.15200546E-3,20.20000076,,,,,-49.15200546E-3,20.39999962,,,,,-49.15200546E-3,20.0000000,
,,,-49.13600534E-3,20.0000000,,,,,-49.13600534E-3,20.20000076,,,,,-49.13600534E-3,20.0000000,,,,,-49.13600534E-3,20.0000000,
,,,-49.12000522E-3,20.39999962,,,,,-49.12000522E-3,20.20000076,,,,,-49.12000522E-3,20.20000076,,,,,-49.12000522E-3,20.20000076,
,,,-49.10400510E-3,20.0000000,,,,,-49.10400510E-3,20.20000076,,,,,-49.10400510E-3,20.0000000,,,,,-49.10400510E-3,20.20000076,
,,,-49.08800498E-3,20.39999962,,,,,-49.08800498E-3,20.20000076,,,,,-49.08800498E-3,20.20000076,,,,,-49.08800498E-3,20.20000076,
,,,-49.07200485E-3,20.0000000,,,,,-49.07200485E-3,20.39999962,,,,,-49.07200485E-3,20.0000000,,,,,-49.07200485E-3,20.20000076,
,,,-49.05600473E-3,20.39999962,,,,,-49.05600473E-3,20.20000076,,,,,-49.05600473E-3,20.20000076,,,,,-49.05600473E-3,20.0000000,
,,,-49.04000461E-3,20.0000000,,,,,-49.04000461E-3,20.20000076,,,,,-49.04000461E-3,19.8000011,,,,,-49.04000461E-3,20.0000000,
,,,-49.02400449E-3,20.39999962,,,,,-49.02400449E-3,20.20000076,,,,,-49.02400449E-3,20.39999962,,,,,-49.02400449E-3,20.20000076,
